#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2016-01-01 to 2022-03-23
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 622: Mesa Lakes, CO
#	SNOTEL 682: Park Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name  Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description       
# Snow Depth    Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           SNWD          Total snow depth  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2016-01-01 to 2022-03-23
#
# As of: Mar 23, 2022 2:07:35 PM GMT-08:00
#
Date,Station Name,Station Id,Latitude,Longitude,Elevation (ft),Snow Depth (cm) Start of Day Values
2016-02-19,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-02-20,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-02-21,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-02-22,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-02-23,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-02-24,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-02-25,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-02-26,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-02-27,Mesa Lakes,622,39.05831,-108.05835,10000,114
2016-02-28,Mesa Lakes,622,39.05831,-108.05835,10000,114
2016-02-29,Mesa Lakes,622,39.05831,-108.05835,10000,114
2016-03-01,Mesa Lakes,622,39.05831,-108.05835,10000,112
2016-03-02,Mesa Lakes,622,39.05831,-108.05835,10000,112
2016-03-03,Mesa Lakes,622,39.05831,-108.05835,10000,112
2016-03-04,Mesa Lakes,622,39.05831,-108.05835,10000,107
2016-03-05,Mesa Lakes,622,39.05831,-108.05835,10000,107
2016-03-06,Mesa Lakes,622,39.05831,-108.05835,10000,107
2016-03-07,Mesa Lakes,622,39.05831,-108.05835,10000,112
2016-03-08,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-03-09,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-03-10,Mesa Lakes,622,39.05831,-108.05835,10000,114
2016-03-11,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-03-12,Mesa Lakes,622,39.05831,-108.05835,10000,114
2016-03-13,Mesa Lakes,622,39.05831,-108.05835,10000,114
2016-03-14,Mesa Lakes,622,39.05831,-108.05835,10000,112
2016-03-15,Mesa Lakes,622,39.05831,-108.05835,10000,114
2016-03-16,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-03-17,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-03-18,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-03-19,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-03-20,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-03-21,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-03-22,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-03-23,Mesa Lakes,622,39.05831,-108.05835,10000,135
2016-03-24,Mesa Lakes,622,39.05831,-108.05835,10000,135
2016-03-25,Mesa Lakes,622,39.05831,-108.05835,10000,140
2016-03-26,Mesa Lakes,622,39.05831,-108.05835,10000,137
2016-03-27,Mesa Lakes,622,39.05831,-108.05835,10000,140
2016-03-28,Mesa Lakes,622,39.05831,-108.05835,10000,142
2016-03-29,Mesa Lakes,622,39.05831,-108.05835,10000,132
2016-03-30,Mesa Lakes,622,39.05831,-108.05835,10000,140
2016-03-31,Mesa Lakes,622,39.05831,-108.05835,10000,145
2016-04-01,Mesa Lakes,622,39.05831,-108.05835,10000,147
2016-04-02,Mesa Lakes,622,39.05831,-108.05835,10000,150
2016-04-03,Mesa Lakes,622,39.05831,-108.05835,10000,145
2016-04-04,Mesa Lakes,622,39.05831,-108.05835,10000,137
2016-04-05,Mesa Lakes,622,39.05831,-108.05835,10000,135
2016-04-06,Mesa Lakes,622,39.05831,-108.05835,10000,132
2016-04-07,Mesa Lakes,622,39.05831,-108.05835,10000,130
2016-04-08,Mesa Lakes,622,39.05831,-108.05835,10000,124
2016-04-09,Mesa Lakes,622,39.05831,-108.05835,10000,122
2016-04-10,Mesa Lakes,622,39.05831,-108.05835,10000,112
2016-04-11,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-04-12,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-04-13,Mesa Lakes,622,39.05831,-108.05835,10000,114
2016-04-14,Mesa Lakes,622,39.05831,-108.05835,10000,112
2016-04-15,Mesa Lakes,622,39.05831,-108.05835,10000,109
2016-04-16,Mesa Lakes,622,39.05831,-108.05835,10000,127
2016-04-17,Mesa Lakes,622,39.05831,-108.05835,10000,130
2016-04-18,Mesa Lakes,622,39.05831,-108.05835,10000,140
2016-04-19,Mesa Lakes,622,39.05831,-108.05835,10000,137
2016-04-20,Mesa Lakes,622,39.05831,-108.05835,10000,140
2016-04-21,Mesa Lakes,622,39.05831,-108.05835,10000,142
2016-04-22,Mesa Lakes,622,39.05831,-108.05835,10000,127
2016-04-23,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-04-24,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-04-25,Mesa Lakes,622,39.05831,-108.05835,10000,114
2016-04-26,Mesa Lakes,622,39.05831,-108.05835,10000,119
2016-04-27,Mesa Lakes,622,39.05831,-108.05835,10000,132
2016-04-28,Mesa Lakes,622,39.05831,-108.05835,10000,124
2016-04-29,Mesa Lakes,622,39.05831,-108.05835,10000,124
2016-04-30,Mesa Lakes,622,39.05831,-108.05835,10000,135
2016-05-01,Mesa Lakes,622,39.05831,-108.05835,10000,135
2016-05-02,Mesa Lakes,622,39.05831,-108.05835,10000,152
2016-05-03,Mesa Lakes,622,39.05831,-108.05835,10000,145
2016-05-04,Mesa Lakes,622,39.05831,-108.05835,10000,132
2016-05-05,Mesa Lakes,622,39.05831,-108.05835,10000,127
2016-05-06,Mesa Lakes,622,39.05831,-108.05835,10000,122
2016-05-07,Mesa Lakes,622,39.05831,-108.05835,10000,112
2016-05-08,Mesa Lakes,622,39.05831,-108.05835,10000,124
2016-05-09,Mesa Lakes,622,39.05831,-108.05835,10000,127
2016-05-10,Mesa Lakes,622,39.05831,-108.05835,10000,137
2016-05-11,Mesa Lakes,622,39.05831,-108.05835,10000,132
2016-05-12,Mesa Lakes,622,39.05831,-108.05835,10000,124
2016-05-13,Mesa Lakes,622,39.05831,-108.05835,10000,122
2016-05-14,Mesa Lakes,622,39.05831,-108.05835,10000,117
2016-05-15,Mesa Lakes,622,39.05831,-108.05835,10000,109
2016-05-16,Mesa Lakes,622,39.05831,-108.05835,10000,104
2016-05-17,Mesa Lakes,622,39.05831,-108.05835,10000,107
2016-05-18,Mesa Lakes,622,39.05831,-108.05835,10000,97
2016-05-19,Mesa Lakes,622,39.05831,-108.05835,10000,91
2016-05-20,Mesa Lakes,622,39.05831,-108.05835,10000,97
2016-05-21,Mesa Lakes,622,39.05831,-108.05835,10000,89
2016-05-22,Mesa Lakes,622,39.05831,-108.05835,10000,84
2016-05-23,Mesa Lakes,622,39.05831,-108.05835,10000,76
2016-05-24,Mesa Lakes,622,39.05831,-108.05835,10000,71
2016-05-25,Mesa Lakes,622,39.05831,-108.05835,10000,64
2016-05-26,Mesa Lakes,622,39.05831,-108.05835,10000,58
2016-05-27,Mesa Lakes,622,39.05831,-108.05835,10000,56
2016-05-28,Mesa Lakes,622,39.05831,-108.05835,10000,51
2016-05-29,Mesa Lakes,622,39.05831,-108.05835,10000,51
2016-05-30,Mesa Lakes,622,39.05831,-108.05835,10000,46
2016-05-31,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-06-01,Mesa Lakes,622,39.05831,-108.05835,10000,38
2016-06-02,Mesa Lakes,622,39.05831,-108.05835,10000,30
2016-06-03,Mesa Lakes,622,39.05831,-108.05835,10000,23
2016-06-04,Mesa Lakes,622,39.05831,-108.05835,10000,13
2016-06-05,Mesa Lakes,622,39.05831,-108.05835,10000,8
2016-06-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-22,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-23,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-24,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-25,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-26,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-06-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-22,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-23,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-24,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-25,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-26,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-07-31,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-22,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-23,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-24,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-25,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-26,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-08-31,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-22,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-23,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-24,Mesa Lakes,622,39.05831,-108.05835,10000,10
2016-09-25,Mesa Lakes,622,39.05831,-108.05835,10000,10
2016-09-26,Mesa Lakes,622,39.05831,-108.05835,10000,5
2016-09-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-09-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-06,Mesa Lakes,622,39.05831,-108.05835,10000,5
2016-10-07,Mesa Lakes,622,39.05831,-108.05835,10000,5
2016-10-08,Mesa Lakes,622,39.05831,-108.05835,10000,3
2016-10-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-22,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-23,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-24,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-25,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-26,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-10-31,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2016-11-18,Mesa Lakes,622,39.05831,-108.05835,10000,18
2016-11-19,Mesa Lakes,622,39.05831,-108.05835,10000,15
2016-11-20,Mesa Lakes,622,39.05831,-108.05835,10000,13
2016-11-21,Mesa Lakes,622,39.05831,-108.05835,10000,10
2016-11-22,Mesa Lakes,622,39.05831,-108.05835,10000,18
2016-11-23,Mesa Lakes,622,39.05831,-108.05835,10000,33
2016-11-24,Mesa Lakes,622,39.05831,-108.05835,10000,33
2016-11-25,Mesa Lakes,622,39.05831,-108.05835,10000,30
2016-11-26,Mesa Lakes,622,39.05831,-108.05835,10000,25
2016-11-27,Mesa Lakes,622,39.05831,-108.05835,10000,25
2016-11-28,Mesa Lakes,622,39.05831,-108.05835,10000,33
2016-11-29,Mesa Lakes,622,39.05831,-108.05835,10000,38
2016-11-30,Mesa Lakes,622,39.05831,-108.05835,10000,41
2016-12-01,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-12-02,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-12-03,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-12-04,Mesa Lakes,622,39.05831,-108.05835,10000,48
2016-12-05,Mesa Lakes,622,39.05831,-108.05835,10000,46
2016-12-06,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-12-07,Mesa Lakes,622,39.05831,-108.05835,10000,53
2016-12-08,Mesa Lakes,622,39.05831,-108.05835,10000,48
2016-12-09,Mesa Lakes,622,39.05831,-108.05835,10000,41
2016-12-10,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-12-11,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-12-12,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-12-13,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-12-14,Mesa Lakes,622,39.05831,-108.05835,10000,43
2016-12-15,Mesa Lakes,622,39.05831,-108.05835,10000,43
